audit_error,case_id,center_crop_retention,dataset,foreground_pixels,grayscale_mask,image_mode,image_path_raw,image_shape,label_path_raw,mask_mode,mask_shape,mask_values_raw,patient_id,qc_status,site,source_partition,symmetric_padding
,REFUGE_train_n0289,1.0,fundus,610454,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0289.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0289.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0289,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0290,1.0,fundus,631395,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0290.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0290.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0290,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0292,1.0,fundus,626657,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0292.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0292.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0292,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0295,1.0,fundus,626020,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0295.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0295.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0295,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0296,1.0,fundus,621168,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0296.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0296.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0296,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0297,1.0,fundus,620326,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0297.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0297.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0297,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0298,1.0,fundus,628752,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0298.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0298.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0298,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0299,1.0,fundus,623522,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0299.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0299.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0299,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0302,1.0,fundus,623323,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0302.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0302.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0302,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0303,1.0,fundus,618006,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0303.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0303.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0303,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0304,1.0,fundus,621665,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0304.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0304.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0304,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0306,1.0,fundus,618398,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0306.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0306.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0306,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0307,1.0,fundus,620589,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0307.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0307.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0307,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0308,1.0,fundus,614179,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0308.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0308.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0308,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0309,1.0,fundus,625118,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0309.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0309.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0309,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0311,1.0,fundus,623398,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0311.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0311.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0311,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0315,1.0,fundus,627471,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0315.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0315.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0315,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0317,1.0,fundus,617953,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0317.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0317.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0317,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0319,1.0,fundus,625967,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0319.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0319.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0319,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0320,1.0,fundus,618751,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0320.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0320.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0320,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0321,1.0,fundus,617613,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0321.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0321.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0321,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0322,1.0,fundus,630033,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0322.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0322.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0322,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0323,1.0,fundus,624156,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0323.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0323.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0323,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0324,1.0,fundus,624008,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0324.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0324.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0324,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0325,1.0,fundus,606359,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0325.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0325.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0325,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0327,1.0,fundus,624411,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0327.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0327.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0327,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0330,1.0,fundus,623496,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0330.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0330.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0330,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0333,1.0,fundus,621276,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0333.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0333.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0333,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0334,1.0,fundus,618444,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0334.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0334.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0334,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0335,1.0,fundus,624365,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0335.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0335.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0335,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0336,1.0,fundus,621496,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0336.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0336.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0336,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0337,1.0,fundus,624992,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0337.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0337.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0337,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0338,1.0,fundus,614057,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0338.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0338.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0338,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0339,1.0,fundus,624319,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0339.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0339.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0339,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0340,1.0,fundus,619593,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0340.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0340.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0340,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0341,1.0,fundus,628782,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0341.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0341.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0341,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0342,1.0,fundus,619136,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0342.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0342.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0342,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0343,1.0,fundus,625440,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0343.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0343.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0343,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0344,1.0,fundus,627194,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0344.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0344.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0344,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0345,1.0,fundus,626261,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0345.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0345.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0345,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0346,1.0,fundus,618362,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0346.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0346.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0346,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0347,1.0,fundus,625758,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0347.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0347.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0347,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0349,1.0,fundus,618508,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0349.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0349.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0349,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0350,1.0,fundus,623034,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0350.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0350.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0350,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0351,1.0,fundus,620533,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0351.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0351.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0351,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0352,1.0,fundus,618322,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0352.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0352.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0352,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0353,1.0,fundus,622532,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0353.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0353.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0353,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0354,1.0,fundus,621036,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0354.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0354.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0354,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0355,1.0,fundus,615087,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0355.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0355.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0355,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0357,1.0,fundus,625274,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0357.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0357.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0357,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0358,1.0,fundus,625790,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0358.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0358.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0358,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0359,1.0,fundus,619936,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0359.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0359.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0359,pass,REFUGE,train,"[0, 0, 0, 0]"
,REFUGE_train_n0360,1.0,fundus,628754,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/image/n0360.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/REFUGE/train/mask/n0360.png,RGB,"[800, 800, 3]","[0, 128, 255]",REFUGE_train_n0360,pass,REFUGE,train,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-2-R,1.0,fundus,581760,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-2-R.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-2-R.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-2-R,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-22-L,1.0,fundus,598173,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-22-L.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-22-L.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-22-L,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-23-R,1.0,fundus,604487,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-23-R.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-23-R.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-23-R,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-24-L,1.0,fundus,622852,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-24-L.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-24-L.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-24-L,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-25-L,1.0,fundus,591923,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-25-L.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-25-L.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-25-L,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-26-R,1.0,fundus,629789,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-26-R.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-26-R.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-26-R,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-27-R,1.0,fundus,602704,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-27-R.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-27-R.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-27-R,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-28-L,1.0,fundus,630774,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-28-L.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-28-L.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-28-L,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-29-R,1.0,fundus,597280,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-29-R.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-29-R.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-29-R,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-30-L,1.0,fundus,605615,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-30-L.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-30-L.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-30-L,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_G-31-R,1.0,fundus,599519,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/G-31-R.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/G-31-R.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_G-31-R,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_N-1-L,1.0,fundus,626055,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/N-1-L.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/N-1-L.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_N-1-L,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_N-17-L,1.0,fundus,626992,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/N-17-L.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/N-17-L.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_N-17-L,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_N-18-R,1.0,fundus,627427,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/N-18-R.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/N-18-R.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_N-18-R,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_N-2-R,1.0,fundus,624415,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/N-2-R.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/N-2-R.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_N-2-R,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_N-20-R,1.0,fundus,633969,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/N-20-R.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/N-20-R.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_N-20-R,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_N-21-L,1.0,fundus,633852,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/N-21-L.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/N-21-L.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_N-21-L,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
,RIM_ONE_r3_test_N-22-R,1.0,fundus,637607,True,RGB,/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/image/N-22-R.png,"[800, 800, 3]",/Volumes/DataP/CL_medical_classification/Fundus/RIM_ONE_r3/test/mask/N-22-R.png,RGB,"[800, 800, 3]","[0, 128, 255]",RIM_ONE_r3_test_N-22-R,pass,RIM_ONE_r3,test,"[0, 0, 0, 0]"
